name,position,address,phone,fax,mobile,address2
Jennifer Schoegel,Stone County Chancery Court Judge (D-8),"PO Box 986, Gulfport 39502",(228) 865-4008,,,
Carter Bise,Stone County Chancery Court Judge (D-8),"PO Box 1542, Gulfport 39502 ",(228) 865-4008,,,
Jeffrey O’Neal,Stone County Circuit Clerk,"323 Cavers Ave, Wiggins 39577",(601) 928-5246,(601) 928-5248,,
Christopher L. Schmidt,Stone County Circuit Court Judge (D-2),"PO Box 1461, Gulfport 39502 ",(228) 865-4104,,,
Lawrence P. Bourgeois Jr. ,Stone County Circuit Court Judge (D-2),"PO Box 1461, Gulfport 39502 ",(228) 865-4262,,,
Roger T. Clark,Stone County Circuit Court Judge (D-2),"PO Box 1461, Gulfport 39502 ",(228) 865-4158,,,
Lisa P. Dodson,Stone County Circuit Court Judge (D-2),"PO Box 1461, Gulfport 39502",(228) 865-4220,,,
Wayne Flurry,Stone County Constable,"PO Drawer 7, Wiggins 39577",(601) 528-4256,(601) 927-7292,,
Steve Compston,Stone County Constable (ED),"231 Third St, Wiggins 39577",(601) 928-4415,(601) 928-2114,,
Louis Simmons,Stone County Constable (WD),"231 Third St, Wiggins 39577",(601) 928-4415,(601) 928-2114,,
Gerald W Bond,Stone County County Administrator,"PO Drawer 7, Wiggins 39577",(601) 928-5266,(601) 928-6464,,
Jon Bond,Stone County County Engineer,"PO Box 369, Wiggins 39577",(601) 928-7390,,,
Joel Smith,Stone County District Attorney,"PO Drawer 1180, Gulfport 39502",(228) 865-4003,(228) 865-4239,,
Martha B. Smith,Stone County Election Commissioner,"231 Third St, Wiggins 39577",,,,
Clifton D. Anderson,Stone County Election Commissioner,"231 Third St, Wiggins 39577",,,,
"Connie Smith 231 Third St, Wiggins 39577",Stone County Election Commissioner,"231 Third St, Wiggins 39577",,,,
Debra B. Lee,Stone County Election Commissioner,"231 Third St, Wiggins 39577",,,,
Debra S Hatten,Stone County Election Commissioner,"231 Third St, Wiggins 39577",,,,
Glenda Joyce Cobb,Stone County Justice Court Clerk,"231 Third St, Wiggins 39577",(601) 928-4415,(601) 928-2114,,
Ricky Farmer,Stone County Justice Court Judge,"231 Third St, Wiggins 39577",(601) 928-4415,(601) 928-2114,,
Justin Miles,Stone County Justice Court Judge,"231 Third St, Wiggins 39577",(601) 928-4415,(601) 928-2114,,
Thomas M. Matthews III,Stone County Prosecuting Attorney,"PO Box 270, Wiggins 39577",(601) 528-6028,(601) 928-6132,,
Mike Farmer,Stone County Sheriff,"1420 Industrial Park Rd, Wiggins 39577",(601) 928-7251,(601) 928-6455,,
Inita Owen,Stone County Superintendent of Education,"214 Critz St, Wiggins 39577",(601) 928-7247,(601) 928-5122,,
Clark Byrd,Stone County Supervisor (D-1),"PO Drawer 7, Wiggins 39577",(601) 928-5266,(601) 928-6464,,
Daniel HarriS,Stone County Supervisor (D-2),"PO Drawer 7, Wiggins 39577",(601) 928-5266,(601) 928-6464,,
Lance D. Pearson,Stone County Supervisor (D-3),"PO Drawer 7, Wiggins 39577",(601) 928-5266,(601) 928-6464,,
Scott Strickland,Stone County Supervisor (D-4),"PO Drawer 7, Wiggins 39577",(601) 928-5266,(601) 928-6464,,
Dale T. Bond,Stone County Supervisor (D-5),"PO Drawer 7, Wiggins 39577",(601) 928-5266,(601) 928-6464,,
Charles Williams Jr,Stone County Tax Assessor,"308 Court St, Wiggins 39577",(601) 928-3121,(601) 928-2507,,
Charles Williams Jr,Stone County Tax Collector,"308 Court St, Wiggins 39577",(601) 928-3121,(601) 928-2507,,
John H. McWilliams,Sunflower County Board Attorney," PO Box 288, Drew 38737",(662) 745-8517,(662) 745-8518,,
James Lee ,Sunflower County Constable,"402 Cleveland St, Indianola 38751",(662) 887-6334,(662) 887-2798,,
Mike Myers,Sunflower County Constable,"355 N Ruby Ave, Ruleville 38771",(662) 756-2835,(662) 756-4175,,
Gloria S McIntosh,Sunflower County County Administrator,PO Box 988,(662) 887-4703,(662) 887-2336,,
W Dewayne Richardson,Sunflower County District Attorney," PO Box 426, Greenville 38702",(662) 378-2105,(662) 332-4665,,
Gary Austin,Sunflower County Prosecuting Attorney,"PO Box 1590, Indianola 38751",(662) 887-5398,(662) 887-2106,,
James Haywood,Sunflower County Sheriff,"1300 Allen Rd, Indianola 38751",(662) 887-2121,(662) 887-4614,,
Glenn Donald,Sunflower County Supervisor (D-1),"1 David Matthew Ln, Indianola 38751",(662) 303-8877,(662) 887-1755,,
Riley Rice,Sunflower County Supervisor (D-2)," PO Box 1158, Indianola 38751",(662) 303-5324,(662) 887-8424,,
Dennis W Holmes,Sunflower County Supervisor (D-3)," PO Box 946, Indianola 38751",(662) 207-8001,(662) 887-1000,,
Anthony Clark,Sunflower County Supervisor (D-4),"179 Fisackerly Rd, Indianola 38751",(662) 303-9108,(662) 887-9312,,
Gloria Dickerson,Sunflower County Supervisor (D-5)," 166 Broadway, Drew 38737",(662) 303-9049,(662) 345-8345,,
Thomas U. Reynolds  ,Tallahatchie County Board Attorney,"PO Box 220, Charleston 38921",(662) 647-3203,(662) 647-2811,,
Daphane B. Neal,Tallahatchie County Circuit Clerk,"PO Box 96, Sumner 38957",(662) 375-8515,(662) 375-7252,,
Daphane B. Neal,Tallahatchie County Circuit Clerk,"PO Box 86, Charleston 38921",(662) 647-8758,(662) 647-8490,,
John W Champion,Tallahatchie County District Attorney,"365 Losher St,Ste 210, Hernando 38632",(662) 469-8014,(662) 469-8231,,
Carol Turner,Tallahatchie County Prosecuting Attorney,"PO Box 185, Charleston 38957",(662) 647-8929,,,
,Tallahatchie County Sheriff,,,,,
Kenneth (Buck) Havens,Tallahatchie County Supervisor (D-1),"PO Box 350, Charleston 38921",(662) 647-5551,(662) 647-3702,,
Johnny Goodwin,Tallahatchie County Supervisor (D-2),"PO Box 350, Charleston 38921",(662) 647-5551,(662) 647-3702,,
Larry Cole,Tallahatchie County Supervisor (D-3)," PO Box 350, Charleston 38921",(662) 647-5551,(662) 647-3702,,
Marcus Echols,Tallahatchie County Supervisor (D-4),"PO Box 350, Charleston 38921",(662) 647-5551,(662) 647-3702,,
Eddie J. Meeks,Tallahatchie County Supervisor (D-5)," PO Box 350, Charleston 38921",(662) 647-5551,(662) 647-3702,,
Dorothy M. Martin,Tallahatchie County Tax Assessor,"PO Box 87, Sumner 38957 ",(662) 375-8386,(662) 375-7275,,
Dorothy M. Martin,Tallahatchie County Tax Assessor," PO Box 307, Charleston 38921",(662) 647-8922,(662) 647-8490,,
Dorothy M. Martin,Tallahatchie County Tax Collector,"PO Box 87, Sumner 38957 ",(662) 375-8386,(662) 375-7275,,
Dorothy M. Martin,Tallahatchie County Tax Collector," PO Box 307, Charleston 38921",(662) 647-8922,(662) 647-8490,,
"Lamar & Hannaford, P.A",Tate County Board Attorney," 214 S Ward St, Senatobia 38668",(662) 562-6537,(662) 562-4858,,
John W Champion,Tate County District Attorney,"365 Losher St,Ste 210, Hernando 38632",(662) 469-8014,(662) 469-8231,,
Ginger Miller,Tate County Prosecuting Attorney," 201 Ward St, Senatobia 38668",(662) 562-7626,,,
Brad Lance,Tate County Sheriff," 1 Justice Dr, Senatobia 38668",(662) 562-4434,(662) 562-9236,,
Cam Walker,Tate County Supervisor (D-1)," 201 Ward St, Senatobia 38668",(662) 562-5661,(662) 560-6205,,
Mike Campbell,Tate County Supervisor (D-2),"201 Ward St, Senatobia 38668",(662) 562-5661,(662) 560-6205,,
Tony M. Sandridge,Tate County Supervisor (D-3),"201 Ward St, Senatobia 38668",(662) 562-5661,(662) 560-6205,,
Billy Saunders,Tate County Supervisor (D-4),"201 Ward St, Senatobia 38668",(662) 562-5661,(662) 560-6205,,
Josh Meredith,Tate County Supervisor (D-5),"201 Ward St, Senatobia 38668",(662) 562-5661,(662) 560-6205,,
B. Sean Akins,Tippah County Board Attorney,"108 Jefferson St, Ripley 38663",(662) 837-9976,(662) 837-1009,,
Ben Creekmore,Tippah County District Attorney,"1301 Monroe Avenue, Oxford 38655",(662) 234-3304,(662) 234-0299,,
Sonny Meeks,Tippah County Justice Court Judge,"205-B Spring Ave, Ripley 38663 ",(662) 837-8842,(662) 837-1398,,
Jerome Brown,Tippah County Justice Court Judge,"205-B Spring Ave, Ripley 38663 ",(662) 837-8842,(662) 837-1398,,
Bart Adams,Tippah County Prosecuting Attorney,"108 Jefferson St, Ripley 38663",(662) 837-9976,(662) 837-1009,,
Karl Gaillard,Tippah County Sheriff,"205 W Spring St, Ripley 38663",(662) 837-9336,(662) 837-1191,,
Jimmy W Gunn,Tippah County Supervisor (D-1),"101 E Spring St, Ripley 38663",(662) 837-3655,(662) 837-1105,,
Greg Harrell,Tippah County Supervisor (D-2)," 101 E Spring St, Ripley 38663",(662) 837-3655,(662) 837-1105,,
Mike Graves,Tippah County Supervisor (D-3),"101 E Spring St, Ripley 38663",(662) 837-3655,(662) 837-1105,,
Phillip Whitehead,Tishomingo County Board Attorney," 1008 Battleground Dr, Iuka 38852",(662) 423-7032,(662) 423-7005,,
John Weddle,Tishomingo County District Attorney,"PO Box 7237, Tupelo 38802",(662) 432-2800,(662) 432-2831,,
Phillip Whitehead,Tishomingo County Prosecuting Attorney," 1008 Battleground Dr, Iuka 38852",(662) 423-7033,(662) 423-7050,,
John Dennis Daugherty  ,Tishomingo County Sheriff,"1111 Maria Ln, Iuka 38852 ",(662) 423-7000,(662) 423-9712,,
Brandon L. Grissom,Tishomingo County Supervisor (D-1)," 1008 Battleground Dr, Iuka 38852",(662) 423-7032,(662) 423-7005,,
Nicky McRae,Tishomingo County Supervisor (D-2),"1008 Battleground Dr, Iuka 38852  ",(662) 423-7032,(662) 423-7005,,
Michael Busby,Tishomingo County Supervisor (D-3)," 1008 Battleground Dr, Iuka 38852",(662) 423-7032,(662) 423-7005,,
Jeff Holt,Tishomingo County Supervisor (D-4),"1008 Battleground Dr, Iuka 38852",(662) 423-7032,(662) 423-7005,,
Greg Collier,Tishomingo County Supervisor (D-5),"1008 Battleground Dr, Iuka 38852",(662) 423-7032,(662) 423-7005,,
John K.Perry,Tunica County Board Attorney,"5699 Getwell Bldg. G5, Southaven 38672",(662) 536-6868,,,
Brenda F. Mitchell,Tunica County District Attorney,"PO Box 848, Cleveland 38732",(662) 843-8000,(662) 846-1711,,
Charles B. Graves Jr,Tunica County Prosecuting Attorney," PO Box 1413, Tunica 38676",(662) 363-3100,(662) 363-3174,,
K.C. Hamp  ,Tunica County Sheriff,"PO Box 25, Tunica 38676 ",(662) 363-1411,(662) 363-2593,,
Margie Pulley,Tunica County State Conservator,"PO Box 758, Tunica 38676",(662) 363-2811,(662) 363-3061,,
James Dunn,Tunica County Supervisor (D-1)," PO Box 217, Tunica 38676",(662) 363-1304,(662) 357-5934,,
Michael E Johnson Jr.,Tunica County Supervisor (D-2)," PO Box 217, Tunica 38676",(662) 363-1465,(662) 357-5934,,
Phillis Williams,Tunica County Supervisor (D-3)," PO Box 217, Tunica 38676",(662) 363-1465,(662) 357-5934,,
Henry Nickson Jr,Tunica County Supervisor (D-4)," PO Box 217, Tunica 38676",(662) 363-1465,(662) 357-5934,,
William Pegram,Tunica County Supervisor (D-5)," PO Box 217, Tunica 38676",(662) 363-1465,(662) 357-5934,,
Chandler Rogers,Union County Board Attorney," 201 E Bankhead St, New Albany 38652",(662) 538-5990,(662) 534-5205,,
Pam Boman,Union County Coroner," PO Box 847, New Albany 38652",(662) 534-1902,,,
Ben Creekmore,Union County District Attorney,"1301 Monroe Avenue, Oxford 38655",(662) 234-3304,(662) 234-0299,,
Joe Marshall Davis,Union County Prosecuting Attorney,"PO Drawer 29, New Albany 38652 ",(662) 534-6421,(662) 534-0053,,
Jimmy Edwards ,Union County Sheriff,"300 Carter Ave, New Albany 38652",(662) 534-1941,(662) 534-1993,,
Evan Denton,Union County Supervisor (D-1)," PO Box 847, New Albany 38652",(662) 534-1902,(662) 534-1907,,
Chad Coffey,Union County Supervisor (D-2)," PO Box 847, New Albany 38652",(662) 534-1902,(662) 534-1907,,
Dave Kitchens,Union County Supervisor (D-3)," PO Box 847, New Albany 38652",(662) 534-1902,(662) 534-1907,,
Randy Owen,Union County Supervisor (D-4)," PO Box 847, New Albany 38652",(662) 534-1902,(662) 534-1907,,
Steve Watson,Union County Supervisor (D-5),"PO Box 847, New Albany 38652",(662) 534-1902,(662) 534-1907,,
Conrad Mord,Walthall County Board Attorney," PO Box 311, Tylertown 39667",(601) 876-2611,(601) 876-4379,,
DeWitt (Dee) T. Bates Jr,Walthall County District Attorney," 284 E Bay St, Magnolia 39652",(601) 783-6677,(601) 783-5646,,
Mark R. Holmes,Walthall County Prosecuting Attorney,"PO Drawer 1128, McComb 39649",(601) 249-3112,(601) 684-0566,,
Kyle Breland,Walthall County Sheriff,"807 Magnolia Ave, Tylertown 39667",(601) 876-3481,(601) 876-6688,,
Larry Montgomery,Walthall County Supervisor (D-1)," PO Box 351, Tylertown 39667",(601) 876-4947,(601) 876-6026,,
Fred Magee,Walthall County Supervisor (D-2)," PO Box 351, Tylertown 39667",(601) 876-4947,(601) 876-6026,,
Shelton Stogner,Walthall County Supervisor (D-3)," PO Box 351, Tylertown 39667",(601) 876-4947,(601) 876-6026,,
Bruce Boyd,Walthall County Supervisor (D-4)," PO Box 351, Tylertown 39667",(601) 876-4947,(601) 876-6026,,
Clennel Brown,Walthall County Supervisor (D-5)," PO Box 351, Tylertown 39667",(601) 876-4947,(601) 876-6026,,
B. Blake Teller,Warren County Board Attorney," 1201 Cherry St, Vicksburg 39183",(601) 636-6565,(601) 631-0114,,
John Henry Heggins,Warren County Constable,"PO Box 1598, Vicksburg 39181",(601) 634-6402,(601) 630-8015,,
Troy Kimble ,Warren County Constable,"PO Box 1598, Vicksburg 39181",(601) 634-6402,(601) 630-8015,,
Richard (Ricky) Smith Jr,Warren County District Attorney," PO Box 648, Vicksburg 39181",(601) 636-5754,(601) 636-8664,,
W Richard Johnson,Warren County Prosecuting Attorney," 1100 Clay St, Vicksburg 39180",(601) 529-9343,,,
W Martin Pace Jr,Warren County Sheriff," 1000 Grove St, Vicksburg 39183",(601) 636-1761,(601) 634-4803,,
John Arnold,Warren County Supervisor (D-1)," 913 Jackson St, Vicksburg 39183",(601) 634-8073,(601) 630-8020,,
William H. Banks Jr,Warren County Supervisor (D-2)," 913 Jackson St, Vicksburg 39183",(601) 634-8073,(601) 630-8020,,
Charles Selmon,Warren County Supervisor (D-3)," 913 Jackson St, Vicksburg 39183",(601) 634-8073,(601) 630-8020,,
John Carlisle,Warren County Supervisor (D-4)," 913 Jackson St, Vicksburg 39183",(601) 634-8073,(601) 630-8020,,
Richard George,Warren County Supervisor (D-5)," 913 Jackson St, Vicksburg 39183",(601) 634-8073,(601) 630-8020,,
Frank Power,Washington County Board Attorney,"PO Box 1856, Greenville 38702 ",(662) 335-6011,(662) 334-6407,,
W Dewayne Richardson,Washington County District Attorney," PO Box 426, Greenville 38702",(662) 378-2105,(662) 332-4665,,
Eric Hawkins,Washington County Prosecuting Attorney," 249 S Poplar St, Greenville 38701.",(662) 335-2102,(662) 335-7066,,
Milton M. Gaston Sr,Washington County Sheriff," PO Box 786, Greenville 38702",(662) 334-4523,(662) 334-2764,,
Lee Gordon,Washington County Supervisor (D-1)," PO Box 158, Greenville 38702",(662) 378-8355,(662) 335-3739,,
Tommy Benson III,Washington County Supervisor (D-2)," PO Box 158, Greenville 38702",(662) 378-8355,(662) 335-3739,,
Carl McGee,Washington County Supervisor (D-3)," PO Box 158, Greenville 38702",(662) 378-8355,(662) 335-3739,,
Jesse Amos,Washington County Supervisor (D-4)," PO Box 158, Greenville 38702",(662) 378-8355,(662) 335-3739,,
Jerry Redmond Sr,Washington County Supervisor (D-5)," PO Box 158, Greenville 38702",(662) 378-8355,(662) 335-3739,,
Cooper Leggett,Wayne County Board Attorney,"PO Box 384, Waynesboro 39367",(601) 735-4920,(601) 735-3859,,
E. J. (Bilbo) Mitchell,Wayne County District Attorney,"PO Box 5163, Meridian 39302",(601) 482-9757,(601) 483-0085,,
Curtis Bates,Wayne County Prosecuting Attorney,"801-C Station St, Waynesboro 39367.",(601) 735-7006,(601) 735-0730,,
Jody Ashley,Wayne County Sheriff,"613 Court St, Waynesboro 39367",(601) 735-3801,(601) 735-6262,,
David Mills,Wayne County Supervisor (D-1),"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-3414,(601) 735-6248,,
Joe Dyess,Wayne County Supervisor (D-2),"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-3414,(601) 735-6248,,
Jerry Hutto,Wayne County Supervisor (D-3),"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-3414,(601) 735-6248,,
Tommy Roberts Sr,Wayne County Supervisor (D-4),"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-3414,(601) 735-6248,,
Gaston D. Hutcherson,Wayne County Supervisor (D-5),"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-3414,(601) 735-6248,,
Buchanan Meek Jr,Webster County Board Attorney," PO Box 555, Eupora 39744 ",(662) 258-3521,(662) 258-6657,,
Doug Evans,Webster County District Attorney," PO Box 1262, Grenada 38902-1262",(662) 226-8545,(662) 227-9558,,
Jan R. Butler,Webster County Prosecuting Attorney,"PO Drawer 888, Eupora 39744",(662) 258-7275,,,
Tim Mitchell,Webster County Sheriff,"87 Government Ave, Eupora 39744",(662) 258-7701,(662) 258-6069,,
Curtis Morris,Webster County Supervisor (D-1),"PO Box 398, Walthall 39771",(662) 258-2666,(662) 258-6657,,
Patrick Scott Cummings,Webster County Supervisor (D-2)," PO Box 398, Walthall 39771",(662) 258-4131,(662) 258-6657,,
Randy Rico,Webster County Supervisor (D-3)," PO Box 398, Walthall 39771",(662) 258-4131,(662) 258-6657,,
William P. Crowley,Webster County Supervisor (D-4)," PO Box 398, Walthall 39771",(662) 552-2627,(662) 258-6657,,
Doug Burgess,Webster County Supervisor (D-5),"PO Box 398, Walthall 39771",(662) 456-2673,(662) 258-4131,,
William Bruce Lewis ,Wilkinson County Board Attorney," 319 Market St, Natchez 39120",(601) 446-6621,(601) 442-6175,,
Ronnie Harper,Wilkinson County District Attorney," 307 Market St, Natchez 39120",(601) 445-4099,(601) 445-7947,,
Holmes Sturgeon,Wilkinson County Prosecuting Attorney," PO Box 1175, Woodville 39669 ",(601) 888-6152,(601) 888-6134,,
Reginald Jackson,Wilkinson County Sheriff,"PO Box 980, Woodville 39669",(601) 888-3511,(601) 888-1832,,
Wil Seal,Wilkinson County Supervisor (D-1),"PO Box 1284, Woodville 39669",(601) 888-4387,(601) 888-6776,,
Richard Hollins,Wilkinson County Supervisor (D-2),"140 Mary Ln, Woodville 39669",(601) 888-5045,(601) 888-6776,,
Venton McNabb Jr,Wilkinson County Supervisor (D-3)," PO Box 806, Centreville 39631",(601) 645-5712,(601) 888-6776,,
Kenyon Jackson,Wilkinson County Supervisor (D-4),"PO Box 121, Woodville 39339",(601) 888-4851,(601) 888-6776,,
Jennings Nettles,Wilkinson County Supervisor (D-5)," 201 Box Wood Ln, Woodville 39669",(601) 639-4530,(601) 888-6776,,
Hugh Hathorn,Winston County Board Attorney,"PO Box 39, Louisville 39339",(662) 773-8181,(662) 773-8485,,
Doug Evans,Winston County District Attorney," PO Box 1262, Grenada 38902-1262",(662) 226-8545,(662) 227-9558,,
Kiley C. Kirk,Winston County Prosecuting Attorney,"PO Box 387, Louisville 39339",(662) 773-6687,(662) 773-8650,,
Jason Pugh,Winston County Sheriff,"PO Box 927, Louisville 39339",(662) 773-5881,(662) 773-8831,,
James L. (Burr) Warner Jr,Winston County Supervisor (D-1),"PO Drawer 69, Louisville 39339 ",(662) 773-7170,(662) 773-8824,,
Luke Lamar Parkes,Winston County Supervisor (D-2),"PO Drawer 69, Louisville 39339 ",(662) 773-7170,(662) 773-8824,,
Marion Jordan,Winston County Supervisor (D-3),"PO Drawer 69, Louisville 39339 ",(662) 773-7170,(662) 773-8824,,
Ralph GosS,Winston County Supervisor (D-4),"PO Drawer 69, Louisville 39339",(662) 773-7170,(662) 773-8824,,
Larry Duran,Winston County Supervisor (D-5),"PO Drawer 69, Louisville 39339",(662) 773-7170,(662) 773-8824,,
John J. Crow Jr,Yalobusha County Board Attorney," 203 Wagner St, Water Valley 38965",(662) 473-1870,(662) 473-2030,,
John W Champion,Yalobusha County District Attorney,"365 Losher St,Ste 210, Hernando 38632",(662) 469-8014,(662) 469-8231,,
Gail Barton,Yalobusha County Prosecuting Attorney,"PO Box 95, Oakland 38948 ",(662) 623-0043,(662) 623-0698,,
,Yalobusha County Sheriff,,,,,
Cayce Washington,Yalobusha County Supervisor (D-1)," 6759 CR 436, Water Valley 38965",(662) 473-6797,(662) 473-3622,,
Kenny Rogers,Yalobusha County Supervisor (D-2)," 5907 CR 223, Water Valley 38965",(662) 473-6795,(662) 473-3622,,
John L. McMinn Jr,Yalobusha County Supervisor (D-3),"1202 CR 18, Water Valley 38965",(662) 816-8024,(662) 473-3622,,
Timothy Booker,Yalobusha County Supervisor (D-4),"PO Box 127, Oakland 38948",(662) 473-6038,(662) 473-3622,,
Gaylon Gray,Yalobusha County Supervisor (D-5)," 4113 CR 147, Coffeeville 38922",(662) 473-8324,(662) 473-3622,,
Jay Barbour ,Yazoo County Board Attorney,"PO Box 1569, Yazoo City 39194",(662) 746-2134,(662) 746-2167,,
Akillie Malone Oliver,Yazoo County District Attorney," PO Box 311, Durant 39063 ",(662) 653-3191,(662) 653-6723,,
Richard J. Rohman,Yazoo County Prosecuting Attorney," PO Box 151, Yazoo City 39194",(662) 746-2211,,,
Jake Sheriff,Yazoo County Sheriff,"PO Box 108, Yazoo City 39194",(662) 746-5611,(662) 746-3890,,
Van Foster,Yazoo County Supervisor (D-1),"PO Box 1106, Yazoo City 39194 ",(662) 746-8668,(662) 746-5116,,
David Berry,Yazoo County Supervisor (D-2),"PO Box 1106, Yazoo City 39194",(662) 746-8668,(662) 746-5116,,
Gretta Winters,Yazoo County Supervisor (D-3),"PO Box 108, Yazoo City 39194",(662) 746-8668,(662) 746-5116,,
Lynn McCallister III,Yazoo County Supervisor (D-4)," PO Box 108, Yazoo City 39194",(662) 746-8668,(662) 746-5116,,
Cobie Collins,Yazoo County Supervisor (D-5)," PO Box 1106, Yazoo City 39194",(662) 746-8668,(662) 746-5116,,
Donna Jill Johnson,Lauderdale County Circuit Clerk,"PO Box 1005, Meridian 39302-1005",(601) 482-9731,(601) 482-9734,,
Clayton Cobler III,Lauderdale County Coroner,"11112 Suqualena Dr, Meridian 39305 ",(601) 934-7911,(601) 482-4033,,
Chris Lafferty,Lauderdale County County Administrator,"410 Constitution Ave, 11th Floor, Meridian 39301",(601) 482-9751,(601) 482-9744,,
Danny Joe Slade,Pearl River County Constable,"169 Savannah-Millard Rd,Ste A, Poplarville 39470",(601) 403-2500,(601) 403-2553,,
Ray Bennett,Pearl River County Constable," 169 Savannah-Millard Rd,Ste A, Poplarville 39470",(601) 403-2500,(601) 403-2553,,
Glenn McKay,Warren County Constable,"PO Box 1598, Vicksburg 39181",(601) 634-6402,(601) 630-8015,,
Scott,Newton County Justice Court Clerk," PO Box 69, Decatur 39327.",(601) 635-2927,(601) 635-4047,,
Sue Ard,Chickasaw County Tax Assessor," 1 Pinson Square, Rm. 3, Houston 38851",(662) 456-3327,(662) 456-5496,,
Sue Ard,Chickasaw County Tax Assessor," 234 W Main St, Rm. 204, Okolona 38860",(662) 447-2242,(662) 447-5022,,
Sam Bell,Attala County Coroner,"3093 HWY. 19 S, Kosciusko 39090",(662) 674-5883,,,
Sue Gann,Chickasaw County Constable (P-2)," 234 W Main St, Rm. 207, Okolona 38860",(662) 447-3402,(662) 447-5020,,
Roy Gill,Harrison County Superintendent of Education,"11072 Hwy. 49, Gulfport 39503", (228) 539-6500,(228) 539-6507,,
Ted Wood,Lee County Constable," PO Box 108, Tupelo 38802.",(662) 432-2502,,,
Adam Kirk,Adams County Constable,"PO Box 1048, Natchez 39121",(601) 442-0199,,,
Terry Ray,Attala County Constable,"112 W Adams St, Kosciusko 39090",(662) 289-5556,,,
Rob Banks,Carroll County Constable," PO Box 251, Vaiden 39176 ",(662) 897-2795,(662) 464-8824,,
Amy Berry,Clay County Chancery Clerk,"PO Box 815, West Point 39773.",(662) 494-3124,(662) 492-4059,,
Mona Carr,Copiah County Justice Court Clerk," 121 W Frost St, Hazlehurst 39083",(601) 894-3218,(601) 894-6038,,
Jim Faulk,Hancock County Coroner,"PO Box 188, Bay St. Louis 39520",(228) 369-7560,,,
Jeff Mayo  ,Neshoba County County Administrator,"401 E Beacon St,Ste 201, Philadelphia 39350",(601) 656-6281,(601) 650-3280,,
Von Brown,Rankin County Constable,"PO Box 71, Brandon 39043",(601) 939-1885,(601) 824-2668,,
Greg Paes,Simpson County Superintendent of Education,"111 Education Ln, Mendenhall 39114",(601) 847-1562,(601) 847-8001,,
Ed Taylor,Tate County Tax Assessor," 201 Ward St, Senatobia 38668",(662) 562-6011,(662) 562-7486,,
Mike Long,Tippah County Chancery Clerk," 101 E Spring St, Ripley 38663",(662) 837-7374,(662) 837-7148,,
Ken Basil,Union County Superintendent of Education," PO Box 939, New Albany 38652",(662) 534-1960,(662) 534-1961,,
Jone Dixon,Alcorn County Justice Court Clerk," PO Box 226, Corinth 38835-0226",(662) 286-7776,(662) 286-2157,,
Larry Ross,Alcorn County Tax Collector," PO Box 190, Corinth 38835-0190",(662) 286-7750,(662) 286-5713,,
Mike Moore,Calhoun County Superintendent of Education,"119 W Main St, Pittsboro 38951",(662) 412-3152,(662) 412-3157,,
Judy Posey,Chickasaw County Constable (P-2)," 234 W Main St, Rm. 207, Okolona 38860",(662) 447-3402,(662) 447-5020,,
Chris Kent,Franklin County Superintendent of Education," PO Box 605, Meadville 39653",(601) 384-2340,(601) 384-2393,,
Tal Flurry,Harrison County Tax Assessor,"PO Box 462, Gulfport 39502",(228) 435-8266,(228) 865-4076,,
Fred Clark,Holmes County County Surveyor," PO Box 567, Yazoo City 39194",(662) 746-1863,,,
Pam Horton,Issaquena County Tax Assessor," PO Box 67, Mayersville 39113",(662) 873-4665,(662) 873-2600,,
Pam Horton,Issaquena County Tax Collector," PO Box 67, Mayersville 39113",(662) 873-4665,(662) 873-2600,,
Joe Tucker,Jackson County Tax Collector,"PO Box 998, Pascagoula 39568-0998",(228) 769-3074,(228) 769-3270,,
Wayne Hale,Lamar County Constable," PO Box 1010, Purvis 39475",(601) 794-2950,(601) 794-1076,,
Cody Creel,Lamar County Coroner," PO Box 196, Purvis 39475",(601) 794-1571,(601) 794-3455,,
Jody Waits,Lamar County County Administrator," PO Box 1240, Purvis 39475",(601) 794-3406,(601) 794-1049,,
Jack Smith,Lamar County Tax Assessor,"PO Box 309, Purvis 39475",(601) 794-8504,(601) 794-1064,,
Jack Smith,Lamar County Tax Collector,"PO Box 309, Purvis 39475",(601) 794-8504,(601) 794-1064,,
Ronny Lott,Madison County Chancery Clerk," PO Box 404, Canton 39046",(601) 859-1177,(601) 855-5759,,
Larry Hall,Marshall County County Administrator," PO Box 219, Holly Springs 38634",(662) 252-9067,(662) 252-0004,,
Susie Hill,Marshall County Comptroller," PO Box 219, Holly Springs 38634",(662) 252-4431,,,
Betty Byrd,Marshall County Tax Collector," PO Box 40, Holly Springs 38635",(662) 252-3661,(662) 252-1881,,
Evan Adams,Monroe County County Administrator," PO Box 578, Aberdeen 39730",(662) 319-5995,(662) 369-7928,,
Guy Nowell,Neshoba County Chancery Clerk," 401 E Beacon St,Ste 107, Philadelphia 39350",(601) 656-3581,(601) 656-5915,,
Paul Payne,Neshoba County Constable," 200 Byrd Ave, Philadelphia 39350",(601) 656-7968,,,
Ken Spears,Neshoba County Constable," 200 Byrd Ave, Philadelphia 39350",(601) 656-5935,(601) 656-6482,,
