link,text
/scans/vera/drugcourts.pdf,Do Drug Courts Save Jail and Prison Beds?
//static.prisonpolicy.org/scans/rockefeller.pdf,Population Impact of Mass Incarceration
http://www.gao.gov/archive/2000/gg00117.pdf,State and Federal Prisoners:
http://www.gao.gov/new.items/d01483.pdf,Prisoner Releases:
//static.prisonpolicy.org/scans/181413.pdf,But They All Come Back:
//static.prisonpolicy.org/scans/gendreau.pdf,The Effects of Prison Sentences and Intermediate Sanctions on Recidivism:
//static.prisonpolicy.org/scans/e199912.htm,The Effects of Prison Sentences on Recidivism
//static.prisonpolicy.org/scans/aba/justicebygenderweb.pdf,Justice by Gender:
//static.prisonpolicy.org/scans/aba/cfjfull.pdf,A Call for Justice:
//static.prisonpolicy.org/scans/aba/mtmtefull.pdf,More Than Meets the Eye:
//static.prisonpolicy.org/scans/ojjdp/164727.pdf,Beyond the Walls:
//static.prisonpolicy.org/scans/TX_Appleseed_Juvenile_Report_102400.pdf,Selling Justice Short:
//static.prisonpolicy.org/scans/nasbo/nasbo2001exrep.pdf,"State Expenditure Report, 2001"
//static.prisonpolicy.org/scans/bjs/jfdcc98.pdf,Juvenile Felony Defendants in Criminal Courts:
//static.prisonpolicy.org/scans/192291.pdf,"Childhood Victimization and Delinquency, Adult Criminality,"
//static.prisonpolicy.org/scans/jpi/mi_drug_pol_econ.pdf,Drug Policies in the State of Michigan:
//static.prisonpolicy.org/scans/jpi/texastough2.pdf,Texas Tough:
//static.prisonpolicy.org/scans/ma_juv_dispro_race.pdf,Disproportionate Minority Confinement In Massachusetts:
//static.prisonpolicy.org/scans/LethalIndifference.pdf,Lethal Indifference:
http://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=94102,Literacy Behind Prison Walls:
//static.prisonpolicy.org/scans/womenscommission/ins_det.pdf,Prison Guard or Parent?
//static.prisonpolicy.org/scans/womenscommission/ins_child.pdf,Protecting the Rights of Children:
//static.prisonpolicy.org/scans/womenscommission/liberty.pdf,Liberty Denied:
//static.prisonpolicy.org/scans/reversereparations.pdf,Mass Incarceration as Reverse Reparations
//static.prisonpolicy.org/scans/colorgeography.pdf,The Color and Geography of Prison Growth in Illinois
//static.prisonpolicy.org/scans/amr510462003en.pdf,Death by discrimination:
//static.prisonpolicy.org/scans/womenscommission/krome.pdf,Beyond Locked Doors:
//static.prisonpolicy.org/scans/york.pdf,Forgotten Prisoners:
//static.prisonpolicy.org/scans/womenscommission/us_tgk.pdf,Innocents in Jail:
//static.prisonpolicy.org/scans/bjs/crcus00.pdf,"Civil Rights Complaints in U.S. District Courts, 2000"
//static.prisonpolicy.org/scans/nil/st_correction_02.pdf,State Correctional Education Programs:
//static.prisonpolicy.org/scans/Hull.pdf,Analysis of Recidivism Rates of Education Program Participants in Virginia
http://www.urban.org/url.cfm?ID=410655,A Portrait of Prisoner Reentry in Maryland
//static.prisonpolicy.org/scans/theviciouscircle.pdf,The Vicious Circle:
//static.prisonpolicy.org/scans/colorbind.pdf,Color Bind:
http://www.urban.org/uploadedpdf/410623_SocialCapital.pdf,"Incarceration, Reentry and Social Capital:"
http://web.archive.org/web/20110507085016/http://www.amnestyusa.org/women/custody/abuseincustody.html,Abuse of Women in Custody:
//static.prisonpolicy.org/scans/az_borrowing.pdf,Borrowing Against the Future:
//static.prisonpolicy.org/scans/bjs/ssprfs02.pdf,"Survey of State Procedures Related to Firearm Sales, Midyear 2002"
//static.prisonpolicy.org/scans/human_rights_prison_management.pdf,A Human Rights Approach to Prison Management:
http://www.urban.org/url.cfm?ID=410662,A Portrait of Prisoner Reentry in Illinois
//static.prisonpolicy.org/scans/bjs/pjim02.pdf,Prison and Jail Inmates at Midyear 2002
//static.prisonpolicy.org/scans/03-04_rep_deepimpact_ac.pdf,Deep Impact:
//static.prisonpolicy.org/scans/jiseries3.pdf,Public Funding of Judicial Elections:
//static.prisonpolicy.org/scans/cjcj/cadrug2002.pdf,Drug Use and Justice 2002:
//static.prisonpolicy.org/scans/cjcj/seekingbalance.pdf,Seeking Balance:
//static.prisonpolicy.org/scans/Assembly_Line_Justice.pdf,Assembly Line Justice:
//static.prisonpolicy.org/scans/aba/Ohio_Assessment.pdf,Justice Cut Short:
//static.prisonpolicy.org/scans/cjcj/aftercare.pdf,Aftercare as afterthought:
//static.prisonpolicy.org/scans/dying-twice.pdf,Dying Twice:
//static.prisonpolicy.org/scans/northwestern/StudyCWC2001.pdf,How Mistaken and Perjured Eyewitness Identification Testimony
//static.prisonpolicy.org/scans/AMR5105301.pdf,Illusion of Control:
//static.prisonpolicy.org/scans/AMR5110100.pdf,Worlds Apart
//static.prisonpolicy.org/scans/wa_death_penalty.pdf,Sentenced to Death:
https://web.archive.org/web/20090104012816/http://www.ncc.state.ne.us/documents/other/homicide.htm,The Disposition of Nebraska Capital and Non-Capital Homicide Cases
https://www.azag.gov/sites/default/files/docs/criminal/ccc/CapitalCaseCommission-FinalReport.pdf,Capital Case Commission Report (Arizona)
//static.prisonpolicy.org/scans/bjs/rcp00.pdf,"Reporting Crime to the Police, 1992-2000"
//static.prisonpolicy.org/scans/drugcompanies-dp.pdf,Drug Companies and Their Role in Aiding Executions
http://web.archive.org/web/20060223193440/http://www.opm.state.ct.us/pdpd1/CDP/CDP-FinalReport.htm,Study of the Imposition of the Death Penalty in Connecticut
//static.prisonpolicy.org/scans/AMR5100302.pdf,"Arbitrary, discriminatory, and cruel:"
//static.prisonpolicy.org/scans/facts_fgures032002.pdf,Facts and Figures on the Death Penalty
http://www.deathpenaltyinfo.org/node/534#1,Death sentence reversals cast doubt on system
//static.prisonpolicy.org/scans/aba/towardgreaterawareness.pdf,Toward Greater Awareness:
//static.prisonpolicy.org/scans/amr51_144_2002.pdf,Indecent and internationally illegal
https://www.prisonpolicy.org/scans/deathpenaltyinfo/oxfordpaper.pdf,The Death Penalty and Human Rights
//static.prisonpolicy.org/scans/amr511062001.pdf,Protecting the Consular Rights of Foreign Nationals
//static.prisonpolicy.org/scans/FINALJUNE28.pdf,Death without Justice:
//static.prisonpolicy.org/scans/jointlegislative/capital.pdf,Review of Virginia's System of Capital Punishment
https://web.archive.org/web/20150421110525/http://files.eric.ed.gov/fulltext/ED449405.pdf,Substance Abuse Treatment in Adult and Juvenile Correctional Facilities
//static.prisonpolicy.org/scans/Consensus_Group_Report_2-03.pdf,They're Coming Back:
//static.prisonpolicy.org/scans/juvenilecompetence.pdf,Youth' Competence to Stand Trial:
//static.prisonpolicy.org/scans/lost_opportunities.pdf,Lost Opportunities:
http://www.cdc.gov/mmwr/PDF/rr/rr5201.pdf,Prevention and Control of Infections with Hepatitis Viruses
//static.prisonpolicy.org/scans/rds/r188.pdf,World Prison Population List
//static.prisonpolicy.org/scans/bjs/ipv01.pdf,"Intimate Partner Violence, 1993-2001"
//static.prisonpolicy.org/scans/jpi/cc_md.pdf,Cutting Correctly in Maryland
http://www.ccjrc.org/pdf/Legislators_Handbook.pdf,Incarceration and Correctional Spending in Colorado
//static.prisonpolicy.org/scans/bby/kentucky.pdf,Unintended Consequences:
/scans/sp/state-based.pdf,State-Based Advocacy on Felony Disenfranchisement
//static.prisonpolicy.org/scans/schr/jan_2003_report.pdf,If you cannot afford a lawyer...:
/scans/sp/inc_bigprisons.pdf,"Big Prisons, Small Towns:"
https://www.ncjrs.gov/pdffiles1/nij/grants/189735.pdf,The Health Status of Soon-to-be-Released Inmates
//static.prisonpolicy.org/scans/bjs/htus00.pdf,Homicide Trends in the United States:
//static.prisonpolicy.org/scans/bjs/fccp01.pdf,"Federal Criminal Case Processing, 2001"
//static.prisonpolicy.org/scans/bjs/tle00.pdf,"Tribal Law Enforcement, 2000"
//static.prisonpolicy.org/scans/ojjdp/191729.pdf,Juvenile Arrests: 2000
//static.prisonpolicy.org/scans/ojjdp/196595.pdf,"Juvenile Residential Facility Census, 2000:"
//static.prisonpolicy.org/scans/ojjdp/195737.pdf,Violent Victimization as a Risk Factor for Violent Offending
//static.prisonpolicy.org/scans/bjs/lpd00.pdf,Local Police Departments 2000
//static.prisonpolicy.org/scans/bjs/so00.pdf,Sheriffs' Offices 2000
//static.prisonpolicy.org/scans/bjs/scpsd01.pdf,"State Court Prosecutors in Small Districts, 2001"
//static.prisonpolicy.org/scans/building.html,Building a prison economy in rural America
https://www.aclu-md.org/sites/default/files/field_documents/md_death_penalty_race_study.pdf,An Empirical Analysis of Maryland's Death Sentencing System
//static.prisonpolicy.org/scans/jpi/cutting2_ntlstatespending.pdf,"Cutting Correctly, One Year Later:"
//static.prisonpolicy.org/scans/bjs/ecp.pdf,Education and Correctional Populations
//static.prisonpolicy.org/scans/Annual_Report_01_NEW.pdf,UNICOR 2001 Annual Report
//static.prisonpolicy.org/scans/DignityDenied.PDF,Dignity Denied:
//static.prisonpolicy.org/scans/DPSpecialReport2002.pdf,Common Sense Says...
//static.prisonpolicy.org/scans/crimvictin17indcountries.pdf,Victimisation in Seventeen Industrialised Countries:
http://www.ojjdp.gov/ojstatbb/,OJJDP Statistical Briefing Book
https://www.ncjrs.gov/html/ojjdp/nationalreport99/toc.html,Juvenile Offenders and Victims:
http://www.deathpenaltyinfo.org/killing-justice,Killing Justice:
http://www.deathpenaltyinfo.org/justice-on-the-cheap,Justice on the Cheap:
http://www.deathpenaltyinfo.org/the-future-of-the-death-penalty,The future of the death penalty in the U.S.:
http://www.deathpenaltyinfo.org/twenty-years-of-capital-punishment,Twenty Years of Capital Punishment:
https://deathpenaltyinfo.org/facts-and-research/dpic-reports/in-depth/innocence-and-the-death-penalty-the-increasing-danger-of-executing-the-innocent,Innocence and the Death Penalty:
http://www.deathpenaltyinfo.org/international-perspectives-death-penalty-costly-isolation-us,International Perspectives on the Death Penalty:
http://www.deathpenaltyinfo.org/killing-for-votes,Killing for Votes:
http://www.deathpenaltyinfo.org/with-justice-for-few,With Justice for Few:
https://deathpenaltyinfo.org/facts-and-research/dpic-reports/in-depth/innocence-and-the-death-penalty-assessing-the-danger-of-mistaken-executions,Innocence and the Death Penalty:
http://www.deathpenaltyinfo.org/millions-misspent,Millions Misspent:
http://www.deathpenaltyinfo.org/chattahoochee-judicial-district-buckle-death-belt-death-penalty-microcosm,Buckle of the Death Belt:
http://www.deathpenaltyinfo.org/sentencing-life-americans-embrace-alternatives-death-penalty,Sentencing for Life:
http://www.deathpenaltyinfo.org/racial-disparities-federal-death-penalty-prosecutions-1988-1994,Racial Disparities:
http://www.deathpenaltyinfo.org/front-line-law-enforcement-views-death-penalty,On the Front Line:
https://www.prisonpolicy.org/scans/deathpenaltyinfo/yearend2002.pdf,The Death Penalty in 2002:
http://www.deathpenaltyinfo.org/innocence-and-death-penalty,Innocence and the Death Penalty
//static.prisonpolicy.org/scans/bjs/cp01.pdf,Capital Punishment 2001
//static.prisonpolicy.org/scans/aba/50319-all.pdf,The Children Left Behind:
//static.prisonpolicy.org/scans/aba/KYaccessreport.pdf,Kentucky-Advancing Justice:
//static.prisonpolicy.org/scans/aba/georgia.pdf,Georgia:
//static.prisonpolicy.org/scans/aba/vareport.pdf,Virginia:
//static.prisonpolicy.org/scans/yount/sinisterface.shtml,Felon Disenfranchisement:
//static.prisonpolicy.org/scans/hate-crime-2001.pdf,"Hate Crime Statistics, 2001"
//static.prisonpolicy.org/scans/fbi/2001leoka.pdf,"Law Enforcement Officers Killed and Assaulted, 2001"
http://www.texasdefender.org/publications,A State of Denial:
//static.prisonpolicy.org/scans/comm_corr_rep_ohio.pdf,Community Corrections in Ohio:
http://www.urban.org/UploadedPDF/410493_PrisonProgramming.pdf,The Practice and Promise of Prison Programming
http://webarchive.urban.org/publications/410402.html,Youth Violence:
//static.prisonpolicy.org/scans/jointogether/school_zone.pdf,An Empirical Study of the School Zone Law
//static.prisonpolicy.org/scans/sp/RaceandClass.Sentencing.pdf,Race and Class Penalties in Crack Cocaine Sentencing
//static.prisonpolicy.org/scans/sp/ronweich-doj.pdf,Why the Department of Justice is Wrong About Cocaine Sentencing
http://webarchive.urban.org/publications/307337.html,Did Getting Tough on Crime Pay?
//static.prisonpolicy.org/scans/sp/federalprison.pdf,The Expanding Federal Prison Population
//static.prisonpolicy.org/scans/Prisrpt.pdf,Selective Celling:
https://web.archive.org/web/20150108150311/http://www.urban.org/url.cfm?ID=410405&renderforprint=1&CFID=120135353&CFTOKEN=50491397&jsessionid=f0302d011c7b44090a9c7c2da597d5950453,Crime Control and Common Sense Assumptions
http://www.urban.org/UploadedPDF/410213_reentry.PDF,Prisoner Reentry in Perspective
http://www.urban.org/UploadedPDF/410470_FINALTISrpt.pdf,The Influences of Truth-in-Sentencing Reforms
http://www.urban.org/UploadedPDF/410437.pdf,The Rise and Fall of American Youth Violence:
http://www.urban.org/UploadedPDF/410417_youth_guns.pdf,"Youth, Guns, and the Juvenile Justice System"
http://www.deathpenaltyinfo.org/race-and-death-penalty-north-carolina,Race and the Death Penalty in North Carolina
//static.prisonpolicy.org/scans/CriminalDisenfranchisement.pdf,Criminal Disenfranchisement in Minnesota
//static.prisonpolicy.org/scans/021007-report.pdf,A Department in Denial:
//static.prisonpolicy.org/scans/310583_Beyond_prison_gates.pdf,Beyond the Prison Gates:
/scans/Technical_Appendix.pdf,Report of the Governor's Commission on Capital Punishment
//static.prisonpolicy.org/scans/illOffenders98.doc,Cost Savings in State Corrections:
//static.prisonpolicy.org/scans/bjs/csllea00.pdf,"Census of State and Local Law Enforcement Agencies, 2000"
http://www.chcf.org/topics/view.cfm?itemID=19814,California Voters' Reaction to Proposed Cuts in the Budget
//static.prisonpolicy.org/scans/some_days_are_harder_than_hard.pdf,Some Days Are Harder Than Hard:
//static.prisonpolicy.org/scans/187680.pdf,A National Study Comparing the Environments of Boot Camps
//static.prisonpolicy.org/scans/JUVENILE_JUSTICE_AND_DISPROPORTIONALITY_1997.pdf,Juvenile Justice and Disproportionality:
//static.prisonpolicy.org/scans/maine/index.shtml,Status of Services for Persons with Mental Illness in Maine's Prisons:
//static.prisonpolicy.org/scans/bjs/iscs02.pdf,"Indicators of School Crime and Safety, 2002"
//static.prisonpolicy.org/scans/toc01.pdf,Crime in the United States - 2001
//static.prisonpolicy.org/scans/bjs/hivp00.pdf,"HIV in Prisons, 2000"
https://www.prisonpolicy.org/scans/bjs/reentry.pdf,Reentry Trends in United States
//static.prisonpolicy.org/scans/Re-En.pdf,Re-Enfranchisement!
//static.prisonpolicy.org/scans/JailsandPrisonsReport2000.pdf,Current Status of Services for Persons with Mental Illness
//static.prisonpolicy.org/scans/justice.pdf,Justice on Trial:
http://www.ssc.wisc.edu/~oliver/RACIAL/RacialDisparities.htm,Wisconsin Racial Disparities in Criminal Justice Project
http://www.ccjrc.org/pdf/CostDataReport2002.pdf,Private Prisons and Public Money
//static.prisonpolicy.org/scans/bjs/bcft01.pdf,"Background Checks for Firearm Transfers, 2001"
//static.prisonpolicy.org/scans/Miss_3.pdf,Education vs. Incarceration:
//static.prisonpolicy.org/scans/bjs/cnh00.pdf,"Crime and the Nation's Households, 2000"
/scans/sp/distorted_priorities.pdf,Distorted Priorities:
//static.prisonpolicy.org/scans/bjs/cv01.pdf,Criminal Victimization 2001:
//static.prisonpolicy.org/scans/bjs/sc.txt,"School Crime, 1991"
//static.prisonpolicy.org/scans/bjs/sdvv.pdf,"Sex Differences in Violent Victimization, 1994"
//static.prisonpolicy.org/scans/bjs/soo.pdf,Sex Offenses and Offenders
//static.prisonpolicy.org/scans/bjs/saycrle.pdf,Sexual Assault of Young Children as Reported to Law Enforcement:
//static.prisonpolicy.org/scans/bjs/srsc.pdf,Students' Report of School Crime:
//static.prisonpolicy.org/scans/bjs/tjv97up.pdf,Trends in Juvenile Violence and the 1997 Update
//static.prisonpolicy.org/scans/bjs/usrv98.pdf,"Urban, Suburban, and Rural Victimization, 1993-98"
//static.prisonpolicy.org/scans/bjs/vrithed.pdf,Violence-Related Injuries Treated in Hospital Emergency Departments
//static.prisonpolicy.org/scans/bjs/femvied.pdf,Violence Against Women:
//static.prisonpolicy.org/scans/bjs/thefwork.pdf,Violence and Theft in the Workplace
//static.prisonpolicy.org/scans/bjs/vbi.pdf,Violence between Intimates
//static.prisonpolicy.org/scans/bjs/vospats.pdf,Violent Offenders in State Prison:
//static.prisonpolicy.org/scans/bjs/wv96.pdf,"Workplace Violence, 1992-96"
//static.prisonpolicy.org/scans/bjs/satap95.pdf,"Substance Abuse and Treatment of Adults on Probation, 1995"
//static.prisonpolicy.org/scans/bjs/spe96.pdf,"State Prison Expenditures, 1996"
//static.prisonpolicy.org/scans/bjs/woofcccj.pdf,"Weapons Offenses and Offenders--Firearms, Crime, and Criminal Justice:"
//static.prisonpolicy.org/scans/bjs/sospi91.pdf,"Survey of State Prison Inmates, 1991"
//static.prisonpolicy.org/scans/bjs/tspfo97.pdf,"Time Served in Prison by Federal Offenders, 1986-97"
//static.prisonpolicy.org/scans/bjs/parip.pdf,Prior Abuse Reported by Inmates and Probationers
//static.prisonpolicy.org/scans/bjs/so99.pdf,Sheriffs' Offices 1999
//static.prisonpolicy.org/scans/bjs/ufbponld.pdf,Use of Force By Police:
//static.prisonpolicy.org/scans/bjs/ygbkml.pdf,Young Black Male Victims
//static.prisonpolicy.org/scans/bjs/spousmur.pdf,Spouse Murder Defendants in Large Urban Counties
//static.prisonpolicy.org/scans/bjs/sco98.pdf,State Court Organization 1998
//static.prisonpolicy.org/scans/bjs/wopris.pdf,Women in Prison
/scans/aba/blueprint.pdf,"Blueprint for Cost-Effective Pretrial Detention, Sentencing, and Corrections Systems"
//static.prisonpolicy.org/scans/FinalReport08-14-02.pdf,Parole Practices in Massachusetts
//static.prisonpolicy.org/scans/bjs/140614NCJRS.pdf,"Murder in Large Urban Counties, 1988"
//static.prisonpolicy.org/scans/bjs/cjee92.pdf,"Justice Expenditure and Employment Extracts, 1992"
//static.prisonpolicy.org/scans/bjs/inibrs.pdf,Implementing the National Incident-Based Reporting System:
//static.prisonpolicy.org/scans/bjs/guic.pdf,Guns Used in Crime:
//static.prisonpolicy.org/scans/bjs/phc98.pdf,"Presale Handgun Checks, the Brady Interim Period, 1994-98"
//static.prisonpolicy.org/scans/bjs/mpi97.pdf,"Medical Problems of Inmates, 1997"
//static.prisonpolicy.org/scans/bjs/jaji93.pdf,"Jails and Jail Inmates, 1993-94"
//static.prisonpolicy.org/scans/bjs/llgsfp.pdf,Lifetime Likelihood of Going to State or Federal Prison
//static.prisonpolicy.org/scans/bjs/nifcjs.pdf,"Noncitizens in the Federal Criminal Justice System, 1984-94"
//static.prisonpolicy.org/scans/bjs/pji95.pdf,"Prison and Jail Inmates, 1995"
//static.prisonpolicy.org/scans/bjs/psatsfv.pdf,Prison Sentences and Time Served for Violence
//static.prisonpolicy.org/scans/bjs/pam95.pdf,Prisoners at Midyear 1995
//static.prisonpolicy.org/scans/bjs/ppvsp91.pdf,"Probation and Parole Violators in State Prison, 1991"
//static.prisonpolicy.org/scans/bjs/pji96.pdf,"Profile of Jail Inmates, 1996"
//static.prisonpolicy.org/scans/bjs/walesus.pdf,"Profile of Inmates in the U.S. and in England and Wales, 1991"
//www.prisonpolicy.org//scans/bjs/lpd99.pdf,"Local Police Departments, 1999"
//static.prisonpolicy.org/scans/bjs/puof.pdf,Police Use of Force
//static.prisonpolicy.org/scans/bjs/ph98.pdf,"Policing and Homicide, 1976-98:"
//static.prisonpolicy.org/scans/bjs/nprp92.pdf,"Pretrial Release of Felony Defendants, 1992:"
//static.prisonpolicy.org/scans/bjs/pnc95.pdf,"Perceptions of Neighborhood Crime, 1995"
//static.prisonpolicy.org/scans/bjs/orfp97.pdf,"Offenders Returning to Federal Prison, 1986-97"
//static.prisonpolicy.org/scans/bjs/id.pdf,Indigent Defense
//static.prisonpolicy.org/scans/bjs/jdfcjs.pdf,Juvenile Delinquents in the Federal Criminal Justice System
//static.prisonpolicy.org/scans/bjs/jfdcc.pdf,Juvenile Felony Defendants in Criminal Courts
//static.prisonpolicy.org/scans/bjs/jpscc.pdf,Youth Prosecuted in State Criminal Court
//static.prisonpolicy.org/scans/bjs/147003NCJRS.pdf,Guns and Crime:
//static.prisonpolicy.org/scans/bjs/gap.pdf,German and American Prosecutions:
//static.prisonpolicy.org/scans/bjs/ccopaj.pdf,Challenging the Conditions of Prisons and Jails:
//static.prisonpolicy.org/scans/bjs/apvsvc.pdf,Age Patterns of Victims of Serious Violent Crime
//static.prisonpolicy.org/scans/bjs/ccv95.pdf,Changes in Criminal Victimization 1994-95
//static.prisonpolicy.org/scans/bjs/crv92.pdf,"Child Rape Victims, 1992"
//static.prisonpolicy.org/scans/bjs/cvvoatv.pdf,Child Victimizers:
//static.prisonpolicy.org/scans/bjs/143288NCJRS.pdf,"Crime and the Nation's Households, 1992"
//static.prisonpolicy.org/scans/bjs/cv73_95.pdf,"Criminal Victimization, 1973-95"
https://www.prisonpolicy.org/scans/bjs/ecv.txt,Elderly Crime Victims
//static.prisonpolicy.org/scans/bjs/fvvc.pdf,Female Victims of Violent Crime
//static.prisonpolicy.org/scans/bjs/clea95.pdf,"Campus Law Enforcement Agencies, 1995"
//static.prisonpolicy.org/scans/bjs/alldom.pdf,Domestic and Sexual Violence Data Collection:
//static.prisonpolicy.org/scans/bjs/cspsl99.pdf,Compendium of State Privacy and Security Legislation:
//static.prisonpolicy.org/scans/bjs/ccspglea.pdf,Conducting Community Surveys:
//static.prisonpolicy.org/scans/bjs/cchrie98.pdf,Continuing Criminal History Records Improvement Evaluation:
//static.prisonpolicy.org/scans/bjs/ffro.pdf,Federal Firearms-Related Offenses:
//static.prisonpolicy.org/scans/bjs/fifc.pdf,Firearm Injury from Crime:
//static.prisonpolicy.org/scans/bjs/146844NCJRS.pdf,Firearms and Crimes of Violence
//static.prisonpolicy.org/scans/bjs/csfcf95.pdf,"Census of State and Federal Correctional Facilities, 1995"
//static.prisonpolicy.org/scans/bjs/cap95.pdf,"Characteristics of Adults on Probation, 1995"
//static.prisonpolicy.org/scans/bjs/cpus97.pdf,"Correctional Populations in the United States, 1997"
//static.prisonpolicy.org/scans/bjs/focs96.pdf,"Federal Offenders under Community Supervision, 1987-96"
//static.prisonpolicy.org/scans/bjs/fsus96.pdf,"Felony Sentences in the United States, 1996"
//static.prisonpolicy.org/scans/bjs/cjusew96.pdf,"Crime and Justice in the United States and in England and Wales, 1981-96"
//static.prisonpolicy.org/scans/bjs/csllea96.pdf,"Census of State and Local Law Enforcement Agencies, 1996"
//static.prisonpolicy.org/scans/bjs/cplpd99.pdf,"Community Policing in Local Police Departments, 1997 and 1999"
//static.prisonpolicy.org/scans/bjs/fleo00.pdf,"Federal Law Enforcement Officers, 2000"
//static.prisonpolicy.org/scans/bjs/fprd96.pdf,"Federal Pretrial Release and Detention, 1996"
//static.prisonpolicy.org/scans/bjs/can.txt,Crime and Neighborhoods
//static.prisonpolicy.org/scans/bjs/fca99.pdf,"Federal Criminal Appeals, 1999, with Trends 1985-99"
//static.prisonpolicy.org/scans/bjs/fhcrcscc.pdf,Federal Habeas Corpus Review:
//static.prisonpolicy.org/scans/jpi/coc.pdf,Cellblocks or Classrooms?:
http://www.urban.org/UploadedPDF/410546_CrimeDecline.pdf,Reflections on the Crime Decline:
//static.prisonpolicy.org/scans/bjs/bjsg02.pdf,"Bureau of Justice Statistics, 2002"
//static.prisonpolicy.org/scans/bjs/cfjs00.pdf,"Compendium of Federal Justice Statistics, 2000"
//static.prisonpolicy.org/scans/bjs/ppus01.pdf,"Probation and Parole in the United States, 2001"
http://www.hrw.org/wr2k2/prisons.html,World Report 2002
//static.prisonpolicy.org/scans/bjs/rsarp00.pdf,Rape and Sexual Assault:
/scans/sp/inc_recidivstate.pdf,Recidivism of State Prisoners
//static.prisonpolicy.org/scans/bjs/iofcjs00.pdf,"Immigration Offenders in the Federal Criminal Justice System, 2000"
//static.prisonpolicy.org/scans/sp/bjsreport-july2002.pdf,Analysis of recent Justice Department report:
//static.prisonpolicy.org/scans/prisons_as_rural_growth.shtml,Prisons as a Growth Industry in Rural America:
//static.prisonpolicy.org/scans/bjs/p01.pdf,Prisoners in 2001
//static.prisonpolicy.org/scans/rural_prisons_an_update_cl_beale.pdf,Rural Prisons: An Update
//static.prisonpolicy.org/scans/jus-24a.pdf,Factories with Fences:
https://www.prisonlegalnews.org/media/publications/holt_miller_prisoner_and_family_relationship_recidivism_study_1972.pdf,Explorations in Inmate-Family Relationships
//static.prisonpolicy.org/scans/ny_ged.shtml,Follow-Up Study of Offenders Who Earn GEDs While Incarcerated in DOCS
//static.prisonpolicy.org/scans/lizfullpaper.pdf,Justice Denied:
//static.prisonpolicy.org/scans/inmate_college_program.shtml,Analysis of Return Rates of the Inmate College Program Participants
//static.prisonpolicy.org/scans/bjs/tpivc99.pdf,Third-Party Involvement in Violent Crime
//static.prisonpolicy.org/scans/bby/Full_Report_English.pdf,¿Dónde Está la Justicia?
//static.prisonpolicy.org/scans/bby/advocacyguide.pdf,"Public Opinion on Youth, Crime, and Race:"
//static.prisonpolicy.org/scans/rds/hors245.pdf,Improving public attitudes to the Criminal Justice System:
//static.prisonpolicy.org/scans/rds/hors245appa.pdf,Appendix A
//static.prisonpolicy.org/scans/rds/hors245appb.pdf,Appendix B
//static.prisonpolicy.org/scans/State_of_the_Prisons.pdf,State of the Prisons:
//static.prisonpolicy.org/scans/healthcare.pdf,Health Care in New York State Prisons
//static.prisonpolicy.org/scans/Kauffman_report.pdf,The brotherhood:
http://www.bjs.gov/content/pub/pdf/htus02.pdf,Homicide trends in the United States
//static.prisonpolicy.org/scans/CJI-Poll.pdf,Changing Public Attitudes toward the Criminal Justice System
//static.prisonpolicy.org/scans/Every_Door_Closed.pdf,Every Door Closed:
http://www.hrw.org/reports/2002/usany/,Collateral Casualties
//static.prisonpolicy.org/scans/bjs/rpr94.pdf,Recidivism of Prisoners Released in 1994
//static.prisonpolicy.org/scans/bjs/psc01.pdf,Prosecutors in State Courts
//static.prisonpolicy.org/scans/ojjdp/fs200208.pdf,Burglary Cases in Juvenile Court
//static.prisonpolicy.org/scans/ojjdp/fs200202.pdf,Juvenile Court Placement of Adjudicated Youth
//static.prisonpolicy.org/scans/ojjdp/fs200203.pdf,National Youth Gang Survey Trends
//static.prisonpolicy.org/scans/ojjdp/fs200204.pdf,Highlights of the 2000 National Youth Gang Survey
//static.prisonpolicy.org/scans/ojjdp/fs200205.pdf,Robbery Cases in Juvenile Court
//static.prisonpolicy.org/scans/schiraldi2.pdf,Young African Americans and the Criminal Justice System in California:
http://www.drugwarfacts.org/cms/,Drug War Facts
//static.prisonpolicy.org/scans/bjs/pdlc00.pdf,"Police Departments in Large Cities, 1990-2000"
//static.prisonpolicy.org/scans/bjs/hvvc00.pdf,"Hispanic Victims of Violent Crime, 1993-2000"
https://www.prisonpolicy.org/scans/bjs/dcf.pdf,Drug and Crime Facts
//static.prisonpolicy.org/scans/bjs/ssprfs01.pdf,"Survey of State Procedures Related to Firearm Sales, Midyear 2001"
//static.prisonpolicy.org/scans/bjs/jic01.pdf,"Jails in Indian Country, 2001"
//static.prisonpolicy.org/scans/bjs/cdsp99.pdf,"Characteristics of Drivers Stopped by Police, 1999"
https://www.prisonpolicy.org/scans/nimsp/20020430.pdf,"Private Prisons, Politics & Profits"
//static.prisonpolicy.org/scans/bjs/sssor01.pdf,"Summary of State Sex Offender Registries, 2001"
//static.prisonpolicy.org/scans/ojjdp/fs200207.pdf,Juvenile Offenders in Residential Placement:
//static.prisonpolicy.org/scans/20020430.pdf,A Contributing Influence:
//static.prisonpolicy.org/scans/jailstudy.pdf,Unlocking Options for Women
//www.prisonpolicy.org/importing/,Importing Constituents:
//static.prisonpolicy.org/scans/sp/inmatepop-apr02.pdf,"Analysis of new Justice Department report,"
//static.prisonpolicy.org/scans/fedgrows.html,New Justice Department Study:
